Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Botryosphaeria dothidea CMW7780		1	1319							Botryosphaeria dothidea CMW7780								
Botryosphaeria dothidea CMW8000		1	1319							Botryosphaeria dothidea CMW8000								
Botryosphaeria dothidea N14		1	1319							Botryosphaeria dothidea N14								
Botryosphaeria dothidea N48		1	1319							Botryosphaeria dothidea N48								
Botryosphaeria dothidea N55		1	1319							Botryosphaeria dothidea N55								
Botryosphaeria dothidea N17		1	1319							Botryosphaeria dothidea N17								
Botryosphaeria dothidea N49		1	1319							Botryosphaeria dothidea N49								
Botryosphaeria dothidea N26		1	1319							Botryosphaeria dothidea N26								
Botryosphaeria dothidea N18		1	1319							Botryosphaeria dothidea N18								
Neofusicoccum eucalyptorum CMW10125		1	1319							Neofusicoccum eucalyptorum CMW10125								
Neofusicoccum eucalyptorum CMW10126		1	1319							Neofusicoccum eucalyptorum CMW10126								
Neofusicoccum luteum CMW9076		1	1319							Neofusicoccum luteum CMW9076								
Neofusicoccum luteum CBS110299		1	1319							Neofusicoccum luteum CBS110299								
Neofusicoccum parvum CMW9078		1	1319							Neofusicoccum parvum CMW9078								
Neofusicoccum parvum CMW9081		1	1319							Neofusicoccum parvum CMW9081								
Neofusicoccum parvum SCCDJF01S		1	1319							Neofusicoccum parvum SCCDJF01S								
Neofusicoccum parvum N10		1	1319							Neofusicoccum parvum N10								
Neofusicoccum parvum N27		1	1319							Neofusicoccum parvum N27								
Neofusicoccum parvum N16		1	1319							Neofusicoccum parvum N16								
Neofusicoccum parvum N47		1	1319							Neofusicoccum parvum N47								
Neofusicoccum parvum N50		1	1319							Neofusicoccum parvum N50								
Neofusicoccum parvum N52		1	1319							Neofusicoccum parvum N52								
Neofusicoccum parvum N32		1	1319							Neofusicoccum parvum N32								
Neofusicoccum parvum N51		1	1319							Neofusicoccum parvum N51								
Neofusicoccum parvum N20		1	1319							Neofusicoccum parvum N20								
Neofusicoccum parvum N21		1	1319							Neofusicoccum parvum N21								
Neofusicoccum parvum N46		1	1319							Neofusicoccum parvum N46								
Neofusicoccum parvum N25		1	1319							Neofusicoccum parvum N25								
Neofusicoccum parvum N33		1	1319							Neofusicoccum parvum N33								
Neofusicoccum parvum N22		1	1319							Neofusicoccum parvum N22								
Neofusicoccum parvum CMW9080		1	1319							Neofusicoccum parvum CMW9080								
Lasiodiplodia theobromae CMW10130		1	1319							Lasiodiplodia theobromae CMW10130								
Lasiodiplodia theobromae CMW9074		1	1319							Lasiodiplodia theobromae CMW9074								
Neofusicoccum ribis CMW7773		1	1319							Neofusicoccum ribis CMW7773								
Neofusicoccum ribis CMW7772		1	1319							Neofusicoccum ribis CMW7772								
