Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Cochlostoma Turritus porroi porroi 2147		1	543	ZMH	I11-10	ZMH 79270	KP271406		05.08.2011	Cochlostoma Turritus porroi porroi 2147	Bernhard Hausdorf	"45°50'27""N"	"009°43'45""E"	1050m	Italy	Lombardia	Serina	
Cochlostoma Turritus porroi porroi 2148		1	543	ZMH	I11-10	ZMH 79270	KP271407		05.08.2011	Cochlostoma Turritus porroi porroi 2148	Bernhard Hausdorf	"45°50'27""N"	"009°43'45""E"	1050m	Italy	Lombardia	Serina	
Cochlostoma Turritus porroi porroi 2149		1	543	ZMH	I11-10	ZMH 79270	KP271408		05.08.2011	Cochlostoma Turritus porroi porroi 2149	Bernhard Hausdorf	"45°50'27""N"	"009°43'45""E"	1050m	Italy	Lombardia	Serina	
Cochlostoma Turritus porroi porroi 2150		1	543	ZMH	I11-10	ZMH 79270	KP271409		05.08.2011	Cochlostoma Turritus porroi porroi 2150	Bernhard Hausdorf	"45°50'27""N"	"009°43'45""E"	1050m	Italy	Lombardia	Serina	
Cochlostoma Turritus porroi porroi 2151		1	626	ZMH	I11-10	ZMH 79270			05.08.2011	Cochlostoma Turritus porroi porroi 2151	Bernhard Hausdorf	"45°50'27""N"	"009°43'45""E"	590m	Italy	Lombardia	Serina	
Cochlostoma Turritus porroi gredleri 2152		1	543	ZMH	I09-20	ZMH 51600	KP271410		14.08.2009	Cochlostoma Turritus porroi gredleri 2152	Bernhard Hausdorf	"45°50'14""N"	"010°36'53""E"	720m	Italy	Trentino-Alto Adige	Storo	
Cochlostoma Turritus porroi gredleri 2153		1	626	ZMH	I09-20	ZMH 51600			14.08.2009	Cochlostoma Turritus porroi gredleri 2153	Bernhard Hausdorf	"45°50'14""N"	"010°36'53""E"	720m	Italy	Trentino-Alto Adige	Storo	
Cochlostoma Turritus porroi gredleri 2154		1	543	ZMH	I09-20	ZMH 51600	KP271411		14.08.2009	Cochlostoma Turritus porroi gredleri 2154	Bernhard Hausdorf	"45°50'14""N"	"010°36'53""E"	720m	Italy	Trentino-Alto Adige	Storo	
Cochlostoma Turritus porroi gredleri 2155		1	626	ZMH	I09-20	ZMH 51600			14.08.2009	Cochlostoma Turritus porroi gredleri 2155	Bernhard Hausdorf	"45°50'14""N"	"010°36'53""E"	720m	Italy	Trentino-Alto Adige	Storo	
Cochlostoma Turritus porroi gredleri 2156		1	626	ZMH	I09-20	ZMH 51600			14.08.2009	Cochlostoma Turritus porroi gredleri 2156	Bernhard Hausdorf	"45°50'14""N"	"010°36'53""E"	720m	Italy	Trentino-Alto Adige	Storo	
Cochlostoma Turritus porroi gredleri 2157		1	543	ZMH	I09-30	ZMH 51725	KP271412		18.08.2009	Cochlostoma Turritus porroi gredleri 2157	Bernhard Hausdorf	"45°52'18""N"	"010°45'32""E"	660m	Italy	Trentino-Alto Adige	Molina di Ledro	
Cochlostoma Turritus porroi gredleri 2159		1	543	ZMH	I09-30	ZMH 51725	  KP271414		20.08.2009	Cochlostoma Turritus porroi gredleri 2159	Bernhard Hausdorf	"45°52'18""N"	"010°45'32""E"	660m	Italy	Trentino-Alto Adige	Molina di Ledro	
Cochlostoma Turritus porroi gredleri 2160		1	543	ZMH	I09-30	ZMH 51725	KP271415		20.08.2009	Cochlostoma Turritus porroi gredleri 2160	Bernhard Hausdorf	"45°52'18""N"	"010°45'32""E"	660m	Italy	Trentino-Alto Adige	Molina di Ledro	
Cochlostoma Turritus porroi gredleri 2161		1	626	ZMH	I09-30	ZMH 51725			20.08.2009	Cochlostoma Turritus porroi gredleri 2161	Bernhard Hausdorf	"45°52'18""N"	"010°45'32""E"	660m	Italy	Trentino-Alto Adige	Molina di Ledro	
Cochlostoma Turritus porroi gredleri 2162		1	543	ZMH	I09-10	ZMH 51673	KP271416		11.08.2009	Cochlostoma Turritus porroi gredleri 2162	Bernhard Hausdorf	"45°45'35""N"	"010°35'58""E"	450m	Italy	Lombardia	Navazzo	
Cochlostoma Turritus porroi gredleri 2163		1	543	ZMH	I09-10	ZMH 51673	KP271417		11.08.2009	Cochlostoma Turritus porroi gredleri 2163	Bernhard Hausdorf	"45°45'35""N"	"010°35'58""E"	450m	Italy	Lombardia	Navazzo	
Cochlostoma Turritus porroi gredleri 2164		1	626	ZMH	I09-10	ZMH 51673			11.08.2009	Cochlostoma Turritus porroi gredleri 2164	Bernhard Hausdorf	"45°45'35""N"	"010°35'58""E"	450m	Italy	Lombardia	Navazzo	
Cochlostoma Turritus porroi gredleri 2165		1	626	ZMH	I09-10	ZMH 51673			11.08.2009	Cochlostoma Turritus porroi gredleri 2165	Bernhard Hausdorf	"45°45'35""N"	"010°35'58""E"	450m	Italy	Lombardia	Navazzo	
Cochlostoma Turritus porroi gredleri 2166		1	626	ZMH	I09-10	ZMH 51673			11.08.2009	Cochlostoma Turritus porroi gredleri 2166	Bernhard Hausdorf	"45°45'35""N"	"010°35'58""E"	450m	Italy	Lombardia	Navazzo	
Cochlostoma Turritus porroi gredleri 2168		1	543	ZMH	I05-11	ZMH 37497	KP271419		29.07.2005	Cochlostoma Turritus porroi gredleri 2168	Bernhard Hausdorf	"45°49'20""N"	"010°30'24""E"	660m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi gredleri 2170		1	543	ZMH	I05-11	ZMH 37497			29.07.2005	Cochlostoma Turritus porroi gredleri 2169	Bernhard Hausdorf	"45°49'20""N"	"010°30'24""E"	660m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi stabilei 2171		1	543	ZMH	I11-03	ZMH 79252	KP271421		03.08.2011	Cochlostoma Turritus porroi stabilei 2171	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi stabilei 2172		1	543	ZMH	I11-03	ZMH 79252	KP271422		03.08.2011	Cochlostoma Turritus porroi stabilei 2172	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi stabilei 2173		1	543	ZMH	I11-03	ZMH 79252	KP271423		03.08.2011	Cochlostoma Turritus porroi stabilei 2173	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi stabilei 2174		1	543	ZMH	I11-03	ZMH 79252	KP271424		03.08.2011	Cochlostoma Turritus porroi stabilei 2174	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi stabilei 2175		1	543	ZMH	I11-03	ZMH 79252	KP271425		03.08.2011	Cochlostoma Turritus porroi stabilei 2175	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi porroi 2176		1	543	ZMH	I11-12	ZMH 79217	KP271426		06.08.2011	Cochlostoma Turritus porroi porroi 2176	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	660m	Italy	Lombardia	Cassiglio	
Cochlostoma Turritus porroi porroi 2177		1	626	ZMH	I11-12	ZMH 79217			06.08.2011	Cochlostoma Turritus porroi porroi 2177	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	660m	Italy	Lombardia	Cassiglio	
Cochlostoma Turritus porroi porroi 2178		1	626	ZMH	I11-12	ZMH 79217			06.08.2011	Cochlostoma Turritus porroi porroi 2178	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	660m	Italy	Lombardia	Cassiglio	
Cochlostoma Turritus porroi porroi 2179		1	543	ZMH	I11-12	ZMH 79217	KP271427		06.08.2011	Cochlostoma Turritus porroi porroi 2179	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	660m	Italy	Lombardia	Cassiglio	
Cochlostoma Turritus porroi porroi 2180		1	626	ZMH		ZMH 79217			06.08.2011	Cochlostoma Turritus porroi porroi 2180	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	660m	Italy	Lombardia	Cassiglio	
Cochlostoma Turritus porroi porroi 2181		1	543	ZMH	I11-08	ZMH 79280	KP271428		05.08.2011	Cochlostoma Turritus porroi porroi 2181	Bernhard Hausdorf	"45°50'26""N"	"009°43'26""E"	750m	Italy	Lombardia	Frerola	
Cochlostoma Turritus porroi porroi 2182		1	626	ZMH		ZMH 79280			05.08.2011	Cochlostoma Turritus porroi porroi 2182	Bernhard Hausdorf	"45°50'26""N"	"009°43'26""E"	750m	Italy	Lombardia	Frerola	
Cochlostoma Turritus porroi porroi 2183		1	626	ZMH		ZMH 79280			05.08.2011	Cochlostoma Turritus porroi porroi 2183	Bernhard Hausdorf	"45°50'26""N"	"009°43'26""E"	750m	Italy	Lombardia	Frerola	
Cochlostoma Turritus porroi porroi 2184		1	626	ZMH		ZMH 79280			05.08.2011	Cochlostoma Turritus porroi porroi 2184	Bernhard Hausdorf	"45°50'26""N"	"009°43'26""E"	750m	Italy	Lombardia	Frerola	
Cochlostoma Turritus porroi porroi 2185		1	626	ZMH		ZMH 79280			05.08.2011	Cochlostoma Turritus porroi porroi 2185	Bernhard Hausdorf	"45°50'26""N"	"009°43'26""E"	750m	Italy	Lombardia	Frerola	
Cochlostoma Turritus porroi porroi 2186		1	543	ZMH	I05-26	ZMH 4972	KP271429		03.08.2005	Cochlostoma Turritus porroi porroi 2186	Bernhard Hausdorf	"45°53'15""N"	"009°37'09""E"	500m	Italy	Lombardia	San Giovanni Bianco	
Cochlostoma Turritus porroi porroi 2187		1	543	ZMH	I05-26	ZMH 4972	KP271430		03.08.2005	Cochlostoma Turritus porroi porroi 2187	Bernhard Hausdorf	"45°53'15""N"	"009°37'09""E"	500m	Italy	Lombardia	San Giovanni Bianco	
Cochlostoma Turritus porroi porroi 2188		1	543	ZMH	I05-26	ZMH 4972	KP271431		03.08.2005	Cochlostoma Turritus porroi porroi 2188	Bernhard Hausdorf	"45°53'15""N"	"009°37'09""E"	500m	Italy	Lombardia	San Giovanni Bianco	
Cochlostoma Turritus porroi porroi 2189		1	626	ZMH	I05-26	ZMH 4972			03.08.2005	Cochlostoma Turritus porroi porroi 2189	Bernhard Hausdorf		"009°37'09""E"	500m	Italy	Lombardia	San Giovanni Bianco	
Cochlostoma Turritus porroi porroi 2190		1	626	ZMH	I05-11	ZMH 37497			29.07.2005	Cochlostoma Turritus porroi porroi 2190	Bernhard Hausdorf	"45°49'20""N"	"010°30'24""E"	660m	Italy	Lombardia	Bagolino	
Cochlostoma Turritus porroi gredleri 2192		1	626	ZMH	I05-11	ZMH 37497			29.07.2005	Cochlostoma Turritus porroi gredleri 2192	Bernhard Hausdorf	"45°49'20""N"	"010°30'24""E"	660m	Italy	Lombardia	Bagolino	
Cochlostoma Turritus porroi stabilei 2193		1	543	ZMH	I11-03	ZMH 79252	KP271433		03.08.2011	Cochlostoma Turritus porroi stabilei 2193	Bernhard Hausdorf	"45°54'25""N"	"009°25'48""E"	700m	Italy	Lombardia	Bellabio	
Cochlostoma Turritus porroi gredleri 2226		1	543	ZMH	I09-17	ZMH 51713	KP271435		13.08.2009	Cochlostoma Turritus porroi gredleri 2226	Bernhard Hausdorf	"45°47'26""N"	"010°28'35""E"	1270m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi gredleri 2227		1	543	ZMH	I09-17	ZMH 51713	KP271436		13.08.2009	Cochlostoma Turritus porroi gredleri 2227	Bernhard Hausdorf	"45°47'26""N"	"010°28'35""E"	1270m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi gredleri 2228		1	543	ZMH	I09-17	ZMH 51713	KP271437		13.08.2009	Cochlostoma Turritus porroi gredleri 2228	Bernhard Hausdorf	"45°47'26""N"	"010°28'35""E"	1270m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi gredleri 2229		1	626	ZMH	I09-17	ZMH 51713			13.08.2009	Cochlostoma Turritus porroi gredleri 2229	Bernhard Hausdorf	"45°47'26""N"	"010°28'35""E"	1270m	Italy	Lombardia	Anfo	
Cochlostoma Turritus porroi gredleri 2230		1	626	ZMH	I09-17	ZMH 51713			13.08.2009	Cochlostoma Turritus porroi gredleri 2230	Bernhard Hausdorf	"45°47'26""N"	"010°28'35""E"	1270m	Italy	Lombardia	Anfo	
Cochlostoma Turritus philippianum 2167		1	626	ZMH	I09-42	ZMH 51647	KP271418		20.08.2009	Cochlostoma Turritus philippianum 2167	Bernhard Hausdorf			600m	Italy	Trentino-Alto Adige	Avio	
Cochlostoma Cochlostoma septemspirale septemspirale 2194		1	543	ZMH	I11-12	ZMH 79216	KP271434		06.08.2011	Cochlostoma Cochlostoma septemspirale septemspirale 2194	Bernhard Hausdorf	"45°57'50""N"	"009°36'35""E"	600m	Italy	Lombardia	Cassiglio	
