Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Ephoron shigae s01		1	373							Ephoron shigae s01								
Ephoron shigae s02		1	373							Ephoron shigae s02								
Ephoron shigae s03		1	373							Ephoron shigae s03								
Ephoron shigae s04		1	373							Ephoron shigae s04								
Ephoron shigae s05		1	373							Ephoron shigae s05								
Ephoron shigae s06		1	373							Ephoron shigae s06								
Ephoron shigae s07		1	373							Ephoron shigae s07								
Ephoron shigae s08		1	373							Ephoron shigae s08								
Ephoron shigae s09		1	373							Ephoron shigae s09								
Ephoron shigae s10		1	373							Ephoron shigae s10								
Ephoron shigae s11		1	373							Ephoron shigae s11								
Ephoron shigae s12		1	373							Ephoron shigae s12								
Ephoron shigae s13		1	373							Ephoron shigae s13								
Ephoron shigae s14		1	373							Ephoron shigae s14								
Ephoron shigae s15		1	373							Ephoron shigae s15								
Ephoron shigae s16		1	373							Ephoron shigae s16								
Ephoron shigae s17		1	373							Ephoron shigae s17								
Ephoron shigae s18		1	373							Ephoron shigae s18								
Ephoron shigae s19		1	373							Ephoron shigae s19								
Ephoron shigae s20		1	373							Ephoron shigae s20								
Ephoron shigae s21		1	373							Ephoron shigae s21								
Ephoron shigae s22		1	373							Ephoron shigae s22								
Ephoron shigae s23		1	373							Ephoron shigae s23								
Ephoron shigae s24		1	373							Ephoron shigae s24								
Ephoron shigae s25		1	373							Ephoron shigae s25								
Ephoron shigae s26		1	373							Ephoron shigae s26								
Ephoron shigae s27		1	373							Ephoron shigae s27								
Ephoron shigae s28		1	373							Ephoron shigae s28								
Ephoron shigae s29		1	373							Ephoron shigae s29								
Ephoron shigae s30		1	373							Ephoron shigae s30								
Ephoron shigae s31		1	373							Ephoron shigae s31								
Ephoron shigae s32		1	373							Ephoron shigae s32								
Ephoron shigae s33		1	373							Ephoron shigae s33								
Ephoron shigae Korea1		1	373							Ephoron shigae Korea1								
Ephoron shigae Korea2		1	373							Ephoron shigae Korea2								
