Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Labidus praedator Cac1		1	501							Labidus praedator Cac1								
Labidus praedator Cac2		1	501							Labidus praedator Cac2								
Labidus praedator Tap		1	501							Labidus praedator Tap								
Labidus praedator TC		1	501							Labidus praedator TC								
Labidus coecus		1	501							Labidus coecus								
Labidus spininodis		1	501							Labidus spininodis								
Eciton burchellii		1	501							Eciton burchellii								
Eciton vagans		1	501							Eciton vagans								
Eciton mexicanum		1	501							Eciton mexicanum								
Nomamyrmex esenbeckii		1	501							Nomamyrmex esenbeckii								
Dorylus nigricans		1	501							Dorylus nigricans								
