Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Fusarium oxysporum 5A		1	1914							Fusarium oxysporum 5A								
Fusarium oxysporum 6A		1	1914							Fusarium oxysporum 6A								
Fusarium oxysporum 36A		1	1914							Fusarium oxysporum 36A								
Fusarium oxysporum 47B		1	1914							Fusarium oxysporum 47B								
Fusarium oxysporum 50I		1	1914							Fusarium oxysporum 50I								
Fusarium oxysporum 62B		1	1914							Fusarium oxysporum 62B								
Fusarium oxysporum Ch2		1	1914							Fusarium oxysporum Ch2								
Fusarium oxysporum Ch5A		1	1914							Fusarium oxysporum Ch5A								
Fusarium oxysporum CH6		1	1914							Fusarium oxysporum CH6								
Fusarium oxysporum CH10		1	1914							Fusarium oxysporum CH10								
Fusarium oxysporum CH13		1	1914							Fusarium oxysporum CH13								
Fusarium oxysporum CH20		1	1914							Fusarium oxysporum CH20								
Fusarium oxysporum CH24		1	1914							Fusarium oxysporum CH24								
Fusarium oxysporum CH40		1	1914							Fusarium oxysporum CH40								
Fusarium oxysporum CH43I		1	1914							Fusarium oxysporum CH43I								
Fusarium oxysporum CH51		1	1914							Fusarium oxysporum CH51								
Fusarium oxysporum CH52		1	1914							Fusarium oxysporum CH52								
Fusarium oxysporum CH59		1	1914							Fusarium oxysporum CH59								
Fusarium oxysporum M114A		1	1914							Fusarium oxysporum M114A								
Fusarium oxysporum M114B		1	1914							Fusarium oxysporum M114B								
Fusarium oxysporum M126		1	1914							Fusarium oxysporum M126								
Fusarium oxysporum Z163		1	1914							Fusarium oxysporum Z163								
Fusarium oxysporum Z154		1	1914							Fusarium oxysporum Z154								
Fusarium oxysporum Z157		1	1914							Fusarium oxysporum Z157								
Fusarium oxysporum 50JI		1	1914							Fusarium oxysporum 50JI								
Fusarium oxysporum M77		1	1914							Fusarium oxysporum M77								
Fusarium oxysporum M79		1	1914							Fusarium oxysporum M79								
Fusarium oxysporum M81A		1	1914							Fusarium oxysporum M81A								
Fusarium oxysporum M239		1	1914							Fusarium oxysporum M239								
Fusarium oxysporum M230		1	1914							Fusarium oxysporum M230								
Fusarium oxysporum M193A		1	1914							Fusarium oxysporum M193A								
Fusarium oxysporum M214		1	1914							Fusarium oxysporum M214								
Fusarium oxysporum M217A		1	1914							Fusarium oxysporum M217A								
Fusarium oxysporum M195		1	1914							Fusarium oxysporum M195								
Fusarium oxysporum M215A		1	1914							Fusarium oxysporum M215A								
Fusarium oxysporum M200		1	1914							Fusarium oxysporum M200								
Fusarium oxysporum M232		1	1914							Fusarium oxysporum M232								
Fusarium oxysporum M233A		1	1914							Fusarium oxysporum M233A								
Fusarium oxysporum M225		1	1914							Fusarium oxysporum M225								
Fusarium oxysporum M213		1	1914							Fusarium oxysporum M213								
Fusarium oxysporum M207		1	1914							Fusarium oxysporum M207								
Fusarium oxysporum M187		1	1914							Fusarium oxysporum M187								
Fusarium oxysporum M198		1	1914							Fusarium oxysporum M198								
Fusarium oxysporum M256		1	1914							Fusarium oxysporum M256								
Fusarium oxysporum M193C		1	1914							Fusarium oxysporum M193C								
Fusarium oxysporum M238		1	1914							Fusarium oxysporum M238								
Fusarium oxysporum M188		1	1914							Fusarium oxysporum M188								
Fusarium oxysporum M220		1	1914							Fusarium oxysporum M220								
Fusarium oxysporum M219		1	1914							Fusarium oxysporum M219								
Fusarium oxysporum M196		1	1914							Fusarium oxysporum M196								
Fusarium oxysporum M197		1	1914							Fusarium oxysporum M197								
Fusarium oxysporum M248B		1	1914							Fusarium oxysporum M248B								
Fusarium oxysporum M231		1	1914							Fusarium oxysporum M231								
Fusarium oxysporum M194B		1	1914							Fusarium oxysporum M194B								
Fusarium oxysporum M194A		1	1914							Fusarium oxysporum M194A								
Fusarium oxysporum M222		1	1914							Fusarium oxysporum M222								
Fusarium oxysporum M228		1	1914							Fusarium oxysporum M228								
Fusarium oxysporum M240		1	1914							Fusarium oxysporum M240								
Fusarium oxysporum Z322C		1	1914							Fusarium oxysporum Z322C								
Fusarium oxysporum 144/13		1	1914							Fusarium oxysporum 144/13								
Fusarium oxysporum MF5		1	1914							Fusarium oxysporum MF5								
Fusarium oxysporum MF6		1	1914							Fusarium oxysporum MF6								
Fusarium oxysporum MF7		1	1914							Fusarium oxysporum MF7								
Fusarium oxysporum MF8		1	1914							Fusarium oxysporum MF8								
Fusarium oxysporum MF9		1	1914							Fusarium oxysporum MF9								
Fusarium sambucinum MF1		1	1914							Fusarium sambucinum MF1								
