Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Pseudoperonospora cubensis D25-1		1	4065							Pseudoperonospora cubensis D25-1								
Pseudoperonospora humuli D25-2		1	4065							Pseudoperonospora humuli D25-2								
Pseudoperonospora humuli 10124-1		1	4065							Pseudoperonospora humuli 10124-1								
Pseudoperonospora humuli 10124-2		1	4065							Pseudoperonospora humuli 10124-2								
Pseudoperonospora cubensis 1110-1		1	4065							Pseudoperonospora cubensis 1110-1								
Pseudoperonospora cubensis 1110-2		1	4065							Pseudoperonospora cubensis 1110-2								
Pseudoperonospora cubensis NY435-1		1	4065							Pseudoperonospora cubensis NY435-1								
Pseudoperonospora cubensis NY435-2		1	4065							Pseudoperonospora cubensis NY435-2								
Pseudoperonospora cubensis U187-1		1	4065							Pseudoperonospora cubensis U187-1								
Pseudoperonospora cubensis U187-2		1	4065							Pseudoperonospora cubensis U187-2								
Pseudoperonospora cubensis 23231-1		1	4065							Pseudoperonospora cubensis 23231-1								
Pseudoperonospora sp. 23231-2		1	4065							Pseudoperonospora sp. 23231-2								
Pseudoperonospora sp. 24230-1		1	4065							Pseudoperonospora sp. 24230-1								
Pseudoperonospora sp. 24230-2		1	4065							Pseudoperonospora sp. 24230-2								
Pseudoperonospora cubensis 1-00-1		1	4065							Pseudoperonospora cubensis 1-00-1								
Pseudoperonospora cubensis 1-00-2		1	4065							Pseudoperonospora cubensis 1-00-2								
Pseudoperonospora cubensis 1-98-1		1	4065							Pseudoperonospora cubensis 1-98-1								
Pseudoperonospora cubensis 1-98-2		1	4065							Pseudoperonospora cubensis 1-98-2								
Pseudoperonospora cubensis 10-02-1-1		1	4065							Pseudoperonospora cubensis 10-02-1-1								
Pseudoperonospora cubensis 10-02-1-2		1	4065							Pseudoperonospora cubensis 10-02-1-2								
Pseudoperonospora cubensis 10-12-1		1	4065							Pseudoperonospora cubensis 10-12-1								
Pseudoperonospora cubensis 10-12-2		1	4065							Pseudoperonospora cubensis 10-12-2								
Pseudoperonospora cubensis 101-02-1		1	4065							Pseudoperonospora cubensis 101-02-1								
Pseudoperonospora cubensis 101-02-2		1	4065							Pseudoperonospora cubensis 101-02-2								
Pseudoperonospora cubensis 104-02-1		1	4065							Pseudoperonospora cubensis 104-02-1								
Pseudoperonospora cubensis 104-02-2		1	4065							Pseudoperonospora cubensis 104-02-2								
Pseudoperonospora cubensis 11-01-1		1	4065							Pseudoperonospora cubensis 11-01-1								
