Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Hypotrachyna kaernefeltii		1	2850							Hypotrachyna kaernefeltii								
Hypotrachyna dubitans		1	2850							Hypotrachyna dubitans								
Hypotrachyna lipidifera		1	2850							Hypotrachyna lipidifera								
Hypotrachyna laevigata		1	2850							Hypotrachyna laevigata								
Hypotrachyna rockii		1	2850							Hypotrachyna rockii								
Hypotrachyna sinuosa		1	2850							Hypotrachyna sinuosa								
Hypotrachyna andensis		1	2850							Hypotrachyna andensis								
Hypotrachyna cirrhata		1	2850							Hypotrachyna cirrhata								
Hypotrachyna nepalensis		1	2850							Hypotrachyna nepalensis								
Hypotrachyna rhizodendroidea		1	2850							Hypotrachyna rhizodendroidea								
Hypotrachyna sorocheila		1	2850							Hypotrachyna sorocheila								
Hypotrachyna vexans		1	2850							Hypotrachyna vexans								
Hypotrachyna endochlora		1	2850							Hypotrachyna endochlora								
Hypotrachyna booralensis		1	2850							Hypotrachyna booralensis								
Hypotrachyna polydactyla		1	2850							Hypotrachyna polydactyla								
Hypotrachyna osseoalba		1	2850							Hypotrachyna osseoalba								
Hypotrachyna pseudosinuosa		1	2850							Hypotrachyna pseudosinuosa								
Hypotrachyna neodissecta		1	2850							Hypotrachyna neodissecta								
Hypotrachyna horrescens		1	2850							Hypotrachyna horrescens								
Hypotrachyna minarum		1	2850							Hypotrachyna minarum								
Hypotrachyna subfatiscens		1	2850							Hypotrachyna subfatiscens								
Hypotrachyna afrorevoluta		1	2850							Hypotrachyna afrorevoluta								
Hypotrachyna imbricatula		1	2850							Hypotrachyna imbricatula								
Hypotrachyna physcioides		1	2850							Hypotrachyna physcioides								
Hypotrachyna producta		1	2850							Hypotrachyna producta								
Hypotrachyna penduliloba		1	2850							Hypotrachyna penduliloba								
Hypotrachyna bogotensis		1	2850							Hypotrachyna bogotensis								
Hypotrachyna caraccensis		1	2850							Hypotrachyna caraccensis								
Hypotrachyna halei		1	2850							Hypotrachyna halei								
Hypotrachyna livida		1	2850							Hypotrachyna livida								
Hypotrachyna livida 2		1	2850							Hypotrachyna livida 2								
Hypotrachyna longiloba		1	2850							Hypotrachyna longiloba								
Hypotrachyna longiloba 2		1	2850							Hypotrachyna longiloba 2								
Hypotrachyna microblasta		1	2850							Hypotrachyna microblasta								
Hypotrachyna partita		1	2850							Hypotrachyna partita								
Hypotrachyna prolongata		1	2850							Hypotrachyna prolongata								
Hypotrachyna showmanii		1	2850							Hypotrachyna showmanii								
Hypotrachyna densirhizinata		1	2850							Hypotrachyna densirhizinata								
Parmeliopsis hyperopta		1	2850							Parmeliopsis hyperopta								
