Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Abortiporus biennis EL 6503		1	2703							Abortiporus biennis EL 6503								
Antrodiella americana KHL 11949		1	2703							Antrodiella americana KHL 11949								
Antrodiella semisupina KHL 11977		1	2703							Antrodiella semisupina KHL 11977								
Hypochnicium subrigescens KHL 11968		1	2703							Hypochnicium subrigescens KHL 11968								
Hypochnicium lyndoniae NL 041031		1	2703							Hypochnicium lyndoniae NL 041031								
Hypochnicium subrigescens 5285		1	2703							Hypochnicium subrigescens 5285								
Junghuhnia autumnale Spring 2957		1	2703							Junghuhnia autumnale Spring 2957								
Junghuhnia collabens KHL 11848		1	2703							Junghuhnia collabens KHL 11848								
Junghuhnia japonica Nuez 1065		1	2703							Junghuhnia japonica Nuez 1065								
Junghuhnia luteoalba KHL 13238b		1	2703							Junghuhnia luteoalba KHL 13238b								
J micropora Spirin 2652		1	2703							J micropora Spirin 2652								
Junghuhnia nitida KHL 11903		1	2703							Junghuhnia nitida KHL 11903								
J pseudozilingiana MattiKulju 1004		1	2703							J pseudozilingiana MattiKulju 1004								
Nigroporus vinosus Miettinen 13139		1	2703							Nigroporus vinosus Miettinen 13139								
N vinosus Seitzman 2008		1	2703							N vinosus Seitzman 2008								
N vinosus BHS2008100		1	2703							N vinosus BHS2008100								
Oligoporus rennyi TN 7389		1	2703							Oligoporus rennyi TN 7389								
Physisporinus vitreus KHL 11959		1	2703							Physisporinus vitreus KHL 11959								
P sanguinolentus KHL 11913		1	2703							P sanguinolentus KHL 11913								
Podoscypha multizonata KHM12		1	2703							Podoscypha multizonata KHM12								
Podoscypha venustula LR40821		1	2703							Podoscypha venustula LR40821								
Spongipellis pachyodon AFTOL705		1	2703							Spongipellis pachyodon AFTOL705								
Steccherinum fimbriatum KHL 11905		1	2703							Steccherinum fimbriatum KHL 11905								
S ochraceum Ryberg		1	2703							S ochraceum Ryberg								
Steccherinum sp Miettinen 13705		1	2703							Steccherinum sp Miettinen 13705								
Steccherinum sp Miettinen 14391		1	2703							Steccherinum sp Miettinen 14391								
Steccherinum ochraceum KHL 11902		1	2703							Steccherinum ochraceum KHL 11902								
Steccherinum ochraceum 3144		1	2703							Steccherinum ochraceum 3144								
S tenue KHL 12316		1	2703							S tenue KHL 12316								
Xanthoporus syringae AFTOL774		1	2703							Xanthoporus syringae AFTOL774								
Xanthoporus syringae Laitakari		1	2703							Xanthoporus syringae Laitakari								
C borealis Dai13208		1	2703							C borealis Dai13208								
C borealis Cui9603		1	2703							C borealis Cui9603								
C borealis Cui9607		1	2703							C borealis Cui9607								
C borealis Cui9610		1	2703							C borealis Cui9610								
C borealis Cui9612		1	2703							C borealis Cui9612								
C borealis Cui10603		1	2703							C borealis Cui10603								
C borealis Dai3703		1	2703							C borealis Dai3703								
C borealis Dai4014		1	2703							C borealis Dai4014								
C borealis Dai11798		1	2703							C borealis Dai11798								
Climacocystis borealis KHL 13318		1	2703							Climacocystis borealis KHL 13318								
